Record,Date,UTC Time,recipeName,pvcSet,pvcMeasured,caco3Set,caco3Measured,feeder3Set,feeder3Measured,feeder4Set,feeder4Measured,feeder5oilSet,feeder5OilMeasured,feeder6OilSet,feeder6OilMeasured,feeder7Set,currentBatch,batches
       178, 3/06/2024,12:38:40,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.714000E+01,   6.140000E+01,   6.198000E+01,   5.300000E+00,   5.290000E+00,   2.500000E+00,   2.589999E+00,   5.000000E+01,   5.104000E+01,   0.000000E+00,   0.000000E+00,   2.950000E+00,     2,     0
       179, 3/06/2024,12:52:16,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.656999E+01,   6.140000E+01,   6.175000E+01,   5.300000E+00,   7.520000E+00,   2.500000E+00,   2.730000E+00,   5.000000E+01,   5.095000E+01,   0.000000E+00,   0.000000E+00,   2.950000E+00,     2,     1
       180, 3/06/2024,13:24:22,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.587000E+01,   6.140000E+01,   6.195000E+01,   5.300000E+00,   5.420000E+00,   2.500000E+00,   2.590000E+00,   5.000000E+01,   5.100000E+01,   0.000000E+00,   0.000000E+00,   2.950000E+00,     1,     0
       181, 3/06/2024,13:53:52,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.696000E+01,   6.140000E+01,   6.185000E+01,   5.300000E+00,   5.309999E+00,   2.500000E+00,   2.810000E+00,   5.000000E+01,   5.101000E+01,   0.000000E+00,   0.000000E+00,   2.950000E+00,     1,     0
       182, 3/06/2024,14:30:27,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.674000E+01,   6.140000E+01,   6.194000E+01,   5.300000E+00,   5.410000E+00,   2.500000E+00,   2.679999E+00,   5.000000E+01,   5.089000E+01,   0.000000E+00,   0.000000E+00,   2.950000E+00,     1,     0
       183, 3/06/2024,15:05:57,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.702000E+01,   6.140000E+01,   6.142000E+01,   5.300000E+00,   5.369999E+00,   2.500000E+00,   2.700001E+00,   5.000000E+01,   5.099000E+01,   0.000000E+00,   0.000000E+00,   2.950000E+00,     1,     0
       184, 3/06/2024,15:32:24,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.710999E+01,   6.140000E+01,   6.182000E+01,   5.300000E+00,   5.380000E+00,   2.500000E+00,   2.640000E+00,   5.000000E+01,   5.035000E+01,   0.000000E+00,   0.000000E+00,   2.950000E+00,     1,     0
       185, 3/06/2024,15:54:54,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.696000E+01,   6.140000E+01,   6.147000E+01,   5.300000E+00,   5.400000E+00,   2.500000E+00,   2.690000E+00,   5.000000E+01,   5.037000E+01,   0.000000E+00,   0.000000E+00,   2.950000E+00,     2,     0
       186, 3/06/2024,16:07:36,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.710999E+01,   6.140000E+01,   6.141000E+01,   5.300000E+00,   5.580000E+00,   2.500000E+00,   2.670000E+00,   5.000000E+01,   5.034000E+01,   0.000000E+00,   0.000000E+00,   2.950000E+00,     2,     1
       187, 3/06/2024,16:53:33,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.706000E+01,   6.140000E+01,   6.149000E+01,   5.300000E+00,   5.309999E+00,   2.500000E+00,   2.630000E+00,   5.000000E+01,   5.039000E+01,   0.000000E+00,   0.000000E+00,   2.950000E+00,     2,     0
       188, 3/06/2024,17:08:01,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.687000E+01,   6.140000E+01,   6.142000E+01,   5.300000E+00,   5.910000E+00,   2.500000E+00,   2.710000E+00,   5.000000E+01,   5.075000E+01,   0.000000E+00,   0.000000E+00,   2.950000E+00,     2,     1
       189, 3/06/2024,17:43:45,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.714000E+01,   6.140000E+01,   6.176000E+01,   5.300000E+00,   5.430000E+00,   2.500000E+00,   2.710000E+00,   5.000000E+01,   5.142000E+01,   0.000000E+00,   0.000000E+00,   2.950000E+00,     2,     0
       190, 3/06/2024,17:59:25,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.692999E+01,   6.140000E+01,   6.168000E+01,   5.300000E+00,   5.510000E+00,   2.500000E+00,   2.790000E+00,   5.000000E+01,   5.090000E+01,   0.000000E+00,   0.000000E+00,   2.950000E+00,     2,     1
       191, 3/06/2024,18:52:08,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.719000E+01,   6.140000E+01,   6.156000E+01,   5.300000E+00,   5.330000E+00,   2.500000E+00,   2.730000E+00,   5.000000E+01,   5.124000E+01,   0.000000E+00,   0.000000E+00,   2.950000E+00,     2,     0
       192, 3/06/2024,19:07:29,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.709000E+01,   6.140000E+01,   6.152000E+01,   5.300000E+00,   5.690000E+00,   2.500000E+00,   2.790000E+00,   5.000000E+01,   5.080000E+01,   0.000000E+00,   0.000000E+00,   2.950000E+00,     2,     1
       193, 3/06/2024,19:37:54,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.698000E+01,   6.140000E+01,   6.197000E+01,   5.300000E+00,   4.880000E+00,   2.500000E+00,   2.790000E+00,   5.000000E+01,   5.102000E+01,   0.000000E+00,   0.000000E+00,   2.950000E+00,     2,     0
       194, 3/06/2024,19:50:58,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.708000E+01,   6.140000E+01,   6.196000E+01,   5.300000E+00,   5.460000E+00,   2.500000E+00,   2.659999E+00,   5.000000E+01,   5.089000E+01,   0.000000E+00,   0.000000E+00,   2.950000E+00,     2,     1
       195, 3/06/2024,21:02:12,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.732000E+01,   6.140000E+01,   6.070000E+01,   5.300000E+00,   5.330000E+00,   2.500000E+00,   2.759999E+00,   5.000000E+01,   5.100000E+01,   0.000000E+00,   0.000000E+00,   2.950000E+00,     2,     0
       196, 3/06/2024,21:15:35,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.696999E+01,   6.140000E+01,   6.161000E+01,   5.300000E+00,   5.610001E+00,   2.500000E+00,   2.860000E+00,   5.000000E+01,   5.101000E+01,   0.000000E+00,   0.000000E+00,   2.950000E+00,     2,     1
       197, 3/06/2024,22:05:40,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.694000E+01,   6.140000E+01,   6.207000E+01,   5.300000E+00,   5.360000E+00,   2.500000E+00,   2.680000E+00,   5.000000E+01,   5.099000E+01,   0.000000E+00,   0.000000E+00,   2.950000E+00,     2,     0
       198, 3/06/2024,22:18:58,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.691000E+01,   6.140000E+01,   6.207000E+01,   5.300000E+00,   5.409999E+00,   2.500000E+00,   2.640000E+00,   5.000000E+01,   5.109000E+01,   0.000000E+00,   0.000000E+00,   2.950000E+00,     2,     1
       199, 3/06/2024,23:08:19,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.716000E+01,   6.140000E+01,   6.191000E+01,   5.300000E+00,   5.350000E+00,   2.500000E+00,   2.790000E+00,   5.000000E+01,   5.105000E+01,   0.000000E+00,   0.000000E+00,   2.950000E+00,     2,     0
       200, 3/06/2024,23:24:31,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.689000E+01,   6.140000E+01,   6.226000E+01,   5.300000E+00,   5.339999E+00,   2.500000E+00,   2.780001E+00,   5.000000E+01,   5.092000E+01,   0.000000E+00,   0.000000E+00,   2.950000E+00,     2,     1
       201, 3/07/2024,14:19:38,"O-40 7001 GREY R 2024-CA4"                                                                                                                                                                                                                                     ,   6.000000E+01,   6.084000E+01,   4.200000E+01,   4.236000E+01,   0.000000E+00,   0.000000E+00,   2.250000E+00,   2.320000E+00,   4.300000E+01,   4.391000E+01,   0.000000E+00,   0.000000E+00,   2.900000E+00,     2,     0
       202, 3/07/2024,14:44:47,"O-40 7001 GREY R 2024-CA4"                                                                                                                                                                                                                                     ,   6.000000E+01,   6.082000E+01,   4.200000E+01,   4.176000E+01,   0.000000E+00,   0.000000E+00,   2.250000E+00,   2.230000E+00,   4.300000E+01,   4.403000E+01,   0.000000E+00,   0.000000E+00,   2.900000E+00,     1,     0
       203, 3/07/2024,15:24:09,"O-40 7001 GREY R 2024-CA4"                                                                                                                                                                                                                                     ,   6.000000E+01,   6.091000E+01,   4.200000E+01,   4.251000E+01,   0.000000E+00,   0.000000E+00,   2.250000E+00,   2.390000E+00,   4.300000E+01,   4.405000E+01,   0.000000E+00,   0.000000E+00,   2.900000E+00,     1,     0
       204, 3/07/2024,16:15:19,"O-40 7001 GREY R 2024-CA4"                                                                                                                                                                                                                                     ,   6.000000E+01,   6.080000E+01,   4.200000E+01,   4.239000E+01,   0.000000E+00,   0.000000E+00,   2.250000E+00,   2.330000E+00,   4.300000E+01,   4.399000E+01,   0.000000E+00,   0.000000E+00,   2.900000E+00,     1,     0
       205, 3/07/2024,16:36:37,"O-40 7001 GREY R 2024-CA4"                                                                                                                                                                                                                                     ,   6.000000E+01,   6.063000E+01,   4.200000E+01,   4.258000E+01,   0.000000E+00,   0.000000E+00,   2.250000E+00,   2.430000E+00,   4.300000E+01,   4.391000E+01,   0.000000E+00,   0.000000E+00,   2.200000E+00,     1,     0
       206, 3/07/2024,16:57:46,"O-40 7001 GREY R 2024-CA4"                                                                                                                                                                                                                                     ,   8.020000E+01,   8.080000E+01,   5.615000E+01,   5.671000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,   2.890000E+00,   5.690000E+01,   5.738000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,     1,     0
       207, 3/07/2024,17:21:03,"O-40 7001 GREY R 2024-CA4"                                                                                                                                                                                                                                     ,   8.020000E+01,   8.096000E+01,   5.615000E+01,   5.639000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,   3.080000E+00,   5.500000E+01,   5.599000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,     1,     0
       208, 3/07/2024,17:47:44,"O-40 7001 GREY R 2024-CA4"                                                                                                                                                                                                                                     ,   8.020000E+01,   8.097000E+01,   5.615000E+01,   5.629000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,   3.080000E+00,   5.500000E+01,   5.558000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,     1,     0
       209, 3/07/2024,18:11:32,"O-40 7001 GREY R 2024-CA4"                                                                                                                                                                                                                                     ,   8.020000E+01,   8.102000E+01,   5.615000E+01,   5.654000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,   3.000000E+00,   5.500000E+01,   5.619000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,     1,     0
       210, 3/07/2024,18:39:02,"O-40 7001 GREY R 2024-CA4"                                                                                                                                                                                                                                     ,   8.020000E+01,   8.088000E+01,   5.615000E+01,   5.638000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,   3.130000E+00,   5.500000E+01,   5.589000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,     1,     0
       211, 3/07/2024,19:09:25,"O-40 7001 GREY R 2024-CA4"                                                                                                                                                                                                                                     ,   8.020000E+01,   8.114000E+01,   5.615000E+01,   5.641000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,   3.120000E+00,   5.500000E+01,   5.595000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,     1,     0
       212, 3/07/2024,19:32:38,"O-40 7001 GREY R 2024-CA4"                                                                                                                                                                                                                                     ,   8.020000E+01,   8.110000E+01,   5.615000E+01,   5.655000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,   2.980000E+00,   5.500000E+01,   5.589000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,     1,     0
       213, 3/07/2024,20:03:43,"O-40 7001 GREY R 2024-CA4"                                                                                                                                                                                                                                     ,   8.020000E+01,   8.093999E+01,   5.615000E+01,   5.532000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,   3.150000E+00,   5.500000E+01,   5.586000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,     1,     0
       214, 3/07/2024,20:27:42,"O-40 7001 GREY R 2024-CA4"                                                                                                                                                                                                                                     ,   8.020000E+01,   8.107999E+01,   5.615000E+01,   5.654000E+01,   0.000000E+00,   0.000000E+00,   2.950000E+00,   2.760000E+00,   5.560000E+01,   5.654000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,     1,     0
       215, 3/07/2024,20:54:48,"O-40 7001 GREY R 2024-CA4"                                                                                                                                                                                                                                     ,   8.020000E+01,   8.093000E+01,   5.615000E+01,   5.660000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,   3.080000E+00,   5.560000E+01,   5.661000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,     1,     0
       216, 3/07/2024,21:17:56,"O-40 7001 GREY R 2024-CA4"                                                                                                                                                                                                                                     ,   8.020000E+01,   8.088000E+01,   5.615000E+01,   5.641000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,   3.050000E+00,   5.560000E+01,   5.680000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,     1,     0
       217, 3/07/2024,21:42:47,"O-40 7001 GREY R 2024-CA4"                                                                                                                                                                                                                                     ,   8.020000E+01,   8.083000E+01,   5.615000E+01,   5.619000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,   3.020000E+00,   5.560000E+01,   5.667000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,     1,     0
       218, 3/07/2024,22:15:59,"O-40 7001 GREY R 2024-CA4"                                                                                                                                                                                                                                     ,   8.020000E+01,   8.067999E+01,   5.615000E+01,   5.648000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,   3.050000E+00,   5.560000E+01,   5.650000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,     1,     0
       219, 3/07/2024,22:44:12,"O-40 7001 GREY R 2024-CA4"                                                                                                                                                                                                                                     ,   7.980000E+01,   8.104000E+01,   5.615000E+01,   5.529000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,   3.130000E+00,   5.560000E+01,   5.653000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,     1,     0
       220, 3/07/2024,23:08:55,"O-40 7001 GREY R 2024-CA4"                                                                                                                                                                                                                                     ,   7.980000E+01,   8.053000E+01,   5.615000E+01,   5.652000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,   3.140000E+00,   5.560000E+01,   5.647000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,     1,     0
       221, 3/07/2024,23:30:25,"O-40 7001 GREY R 2024-CA4"                                                                                                                                                                                                                                     ,   7.980000E+01,   8.065000E+01,   5.615000E+01,   5.662000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,   2.970000E+00,   5.560000E+01,   5.641000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,     1,     0
       222, 3/07/2024,23:51:04,"O-40 7001 GREY R 2024-CA4"                                                                                                                                                                                                                                     ,   7.980000E+01,   8.038000E+01,   5.615000E+01,   5.640000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,   3.070000E+00,   5.560000E+01,   5.645000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,     1,     0
       223, 3/08/2024, 0:26:13,"O-40 7001 GREY R 2024-CA4"                                                                                                                                                                                                                                     ,   7.980000E+01,   8.046000E+01,   5.615000E+01,   5.569000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,   3.130000E+00,   5.560000E+01,   5.646000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,     2,     0
       224, 3/08/2024, 0:40:39,"O-40 7001 GREY R 2024-CA4"                                                                                                                                                                                                                                     ,   7.980000E+01,   8.040000E+01,   5.615000E+01,   5.663000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,   2.990000E+00,   5.560000E+01,   5.639000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,     2,     1
       225, 3/08/2024, 1:19:07,"O-40 7001 GREY R 2024-CA4"                                                                                                                                                                                                                                     ,   7.980000E+01,   8.077000E+01,   5.615000E+01,   5.646000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,   3.080000E+00,   5.560000E+01,   5.680000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,     1,     0
       226, 3/08/2024, 1:48:14,"O-40 7001 GREY R 2024-CA4"                                                                                                                                                                                                                                     ,   7.980000E+01,   8.053000E+01,   5.615000E+01,   5.658000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,   3.100000E+00,   5.560000E+01,   5.619000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,     1,     0
       227, 3/08/2024, 2:19:05,"O-40 7001 GREY R 2024-CA4"                                                                                                                                                                                                                                     ,   7.980000E+01,   8.054000E+01,   5.615000E+01,   5.636000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,   3.180000E+00,   5.560000E+01,   5.665000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,     1,     0
       228, 3/08/2024, 2:42:42,"O-40 7001 GREY R 2024-CA4"                                                                                                                                                                                                                                     ,   7.980000E+01,   8.059000E+01,   5.615000E+01,   5.577000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,   3.170000E+00,   5.560000E+01,   5.628000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,     1,     0
       229, 3/08/2024, 3:09:43,"O-40 7001 GREY R 2024-CA4"                                                                                                                                                                                                                                     ,   7.980000E+01,   8.070000E+01,   5.615000E+01,   5.597000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,   2.990000E+00,   5.560000E+01,   5.691000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,     1,     0
       230, 3/08/2024, 3:31:37,"O-40 7001 GREY R 2024-CA4"                                                                                                                                                                                                                                     ,   7.980000E+01,   8.077000E+01,   5.615000E+01,   5.674000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,   3.000000E+00,   5.560000E+01,   5.663000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,     1,     0
       231, 3/08/2024, 3:58:55,"O-40 7001 GREY R 2024-CA4"                                                                                                                                                                                                                                     ,   7.980000E+01,   8.391000E+01,   5.615000E+01,   5.686000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,   2.660000E+00,   5.560000E+01,   5.675000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,     1,     0
       232, 3/08/2024, 4:20:23,"O-40 7001 GREY R 2024-CA4"                                                                                                                                                                                                                                     ,   7.980000E+01,   8.047000E+01,   5.615000E+01,   5.672000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,   3.140000E+00,   5.560000E+01,   5.639000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,     1,     0
       233, 3/08/2024, 4:51:25,"O-40 7001 GREY R 2024-CA4"                                                                                                                                                                                                                                     ,   7.980000E+01,   8.043000E+01,   5.615000E+01,   5.637000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,   3.100000E+00,   5.560000E+01,   5.664000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,     1,     0
       234, 3/08/2024, 5:16:58,"O-40 7001 GREY R 2024-CA4"                                                                                                                                                                                                                                     ,   7.980000E+01,   8.064000E+01,   5.615000E+01,   5.665000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,   2.930000E+00,   5.560000E+01,   5.659000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,     1,     0
       235, 3/08/2024, 5:48:17,"O-40 7001 GREY R 2024-CA4"                                                                                                                                                                                                                                     ,   7.980000E+01,   8.071999E+01,   5.615000E+01,   5.659000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,   3.140000E+00,   5.560000E+01,   5.665000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,     1,     0
       236, 3/08/2024, 6:18:37,"O-40 7001 GREY R 2024-CA4"                                                                                                                                                                                                                                     ,   7.980000E+01,   8.081000E+01,   5.615000E+01,   5.661000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,   2.860000E+00,   5.560000E+01,   5.659000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,     1,     0
       237, 3/08/2024, 6:45:20,"O-40 7001 GREY R 2024-CA4"                                                                                                                                                                                                                                     ,   7.980000E+01,   8.089000E+01,   5.615000E+01,   5.542000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,   2.960000E+00,   5.560000E+01,   5.665000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,     2,     0
       238, 3/08/2024, 7:02:29,"O-40 7001 GREY R 2024-CA4"                                                                                                                                                                                                                                     ,   7.980000E+01,   8.041000E+01,   5.615000E+01,   5.670000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,   2.850000E+00,   5.560000E+01,   5.667000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,     2,     1
       239, 3/08/2024, 7:27:19,"O-40 7001 GREY R 2024-CA4"                                                                                                                                                                                                                                     ,   7.980000E+01,   8.036000E+01,   5.615000E+01,   5.614000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,   3.140000E+00,   5.560000E+01,   5.660000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,     2,     0
       240, 3/08/2024, 7:44:08,"O-40 7001 GREY R 2024-CA4"                                                                                                                                                                                                                                     ,   7.980000E+01,   8.036000E+01,   5.615000E+01,   5.556000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,   3.070000E+00,   5.560000E+01,   5.655000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,     2,     1
       241, 3/08/2024, 8:07:42,"O-40 7001 GREY R 2024-CA4"                                                                                                                                                                                                                                     ,   7.980000E+01,   8.007999E+01,   5.615000E+01,   5.630000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,   3.090000E+00,   5.560000E+01,   5.664000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,     2,     0
       242, 3/08/2024, 8:25:19,"O-40 7001 GREY R 2024-CA4"                                                                                                                                                                                                                                     ,   7.980000E+01,   8.030000E+01,   5.615000E+01,   5.633000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,   3.020000E+00,   5.560000E+01,   5.647000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,     2,     1
       243, 3/08/2024, 8:51:08,"O-40 7001 GREY R 2024-CA4"                                                                                                                                                                                                                                     ,   7.980000E+01,   8.066000E+01,   5.615000E+01,   5.652000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,   3.140000E+00,   5.560000E+01,   5.667000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,     2,     0
       244, 3/08/2024, 9:08:11,"O-40 7001 GREY R 2024-CA4"                                                                                                                                                                                                                                     ,   7.980000E+01,   8.049000E+01,   5.615000E+01,   5.638000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,   2.920000E+00,   5.560000E+01,   5.658000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,     2,     1
       245, 3/08/2024, 9:33:04,"O-40 7001 GREY R 2024-CA4"                                                                                                                                                                                                                                     ,   7.980000E+01,   7.989999E+01,   5.615000E+01,   5.600000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,   3.100000E+00,   5.560000E+01,   5.637000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,     2,     0
       246, 3/08/2024, 9:47:01,"O-40 7001 GREY R 2024-CA4"                                                                                                                                                                                                                                     ,   7.980000E+01,   8.079000E+01,   5.615000E+01,   5.688000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,   2.950000E+00,   5.560000E+01,   5.654000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,     2,     1
       247, 3/08/2024,10:10:57,"O-40 7001 GREY R 2024-CA4"                                                                                                                                                                                                                                     ,   7.980000E+01,   8.064000E+01,   5.615000E+01,   5.623000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,   3.000000E+00,   5.560000E+01,   5.659000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,     2,     0
       248, 3/08/2024,10:28:08,"O-40 7001 GREY R 2024-CA4"                                                                                                                                                                                                                                     ,   7.980000E+01,   8.042000E+01,   5.615000E+01,   5.635000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,   3.140000E+00,   5.560000E+01,   5.651000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,     2,     1
       249, 3/08/2024,10:54:20,"O-40 7001 GREY R 2024-CA4"                                                                                                                                                                                                                                     ,   7.980000E+01,   8.039999E+01,   5.615000E+01,   5.540000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,   3.160000E+00,   5.560000E+01,   5.646000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,     2,     0
       250, 3/08/2024,11:12:21,"O-40 7001 GREY R 2024-CA4"                                                                                                                                                                                                                                     ,   7.980000E+01,   7.974000E+01,   5.615000E+01,   5.621000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,   2.560000E+00,   5.560000E+01,   5.655000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,     2,     1
       251, 3/08/2024,11:39:56,"O-40 7001 GREY R 2024-CA4"                                                                                                                                                                                                                                     ,   7.980000E+01,   8.066000E+01,   5.615000E+01,   5.562000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,   2.250000E+00,   5.560000E+01,   5.559000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,     2,     0
       252, 3/08/2024,11:56:57,"O-40 7001 GREY R 2024-CA4"                                                                                                                                                                                                                                     ,   7.980000E+01,   8.054000E+01,   5.615000E+01,   5.507000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,   3.190000E+00,   5.560000E+01,   5.570000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,     2,     1
       253, 3/08/2024,12:19:19,"O-40 7001 GREY R 2024-CA4"                                                                                                                                                                                                                                     ,   7.980000E+01,   8.035000E+01,   5.615000E+01,   5.692000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,   3.010000E+00,   5.560000E+01,   5.567000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,     3,     0
       254, 3/08/2024,12:32:43,"O-40 7001 GREY R 2024-CA4"                                                                                                                                                                                                                                     ,   7.980000E+01,   8.046999E+01,   5.615000E+01,   5.772000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,   3.110000E+00,   5.560000E+01,   5.562000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,     3,     1
